ProduktNR,Kontotyp,Art,Year,Amount,ProduktbereichNR,ProduktgruppeNR,Produkt,Produktbereich,Produktgruppe
3601010,Verlust,Ergebnis,2013,28263246.59,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Ertrag,Ergebnis,2013,23525724.03,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Aufwendung,Ergebnis,2013,37908392.78,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Verlust,Ergebnis,2013,14382668.75,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3602010,Ertrag,Ergebnis,2013,635636.41,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Aufwendung,Ergebnis,2013,1797750.15,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Verlust,Ergebnis,2013,1162113.74,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3603010,Ertrag,Ergebnis,2013,998666.31,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Aufwendung,Ergebnis,2013,8023070.17,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Verlust,Ergebnis,2013,7024403.86,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Ertrag,Ergebnis,2013,346556.20,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Aufwendung,Ergebnis,2013,1082350.29,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603060,Verlust,Ergebnis,2013,735794.09,36,3603,Pl./Weiterentw. Freiräume u.Spielflächen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3604010,Ertrag,Ergebnis,2013,514324.46,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Aufwendung,Ergebnis,2013,1312490.62,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3604010,Verlust,Ergebnis,2013,798166.16,36,3604,HdJ Bamen BGA,"Kinder-, Jugend- u. Familienhilfe",Haus der Jugend Barmen
3605010,Ertrag,Ergebnis,2013,7078652.58,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Aufwendung,Ergebnis,2013,76894541.44,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605010,Verlust,Ergebnis,2013,69815888.86,36,3605,Hilfen z.Erziehung u.präventive Projekte,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Ertrag,Ergebnis,2013,982.40,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Aufwendung,Ergebnis,2013,1424053.81,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3605050,Verlust,Ergebnis,2013,1423071.41,36,3605,Beistandschaften,"Kinder-, Jugend- u. Familienhilfe",Leist. z.Förd.junger Menschen u.Familien
3609010,Ertrag,Ergebnis,2013,445.62,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Aufwendung,Ergebnis,2013,214678.18,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3609010,Verlust,Ergebnis,2013,214232.56,36,3609,Elterngeld,"Kinder-, Jugend- u. Familienhilfe",Elterngeld
3610010,Ertrag,Ergebnis,2013,148830.62,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Aufwendung,Ergebnis,2013,2284649.29,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3610010,Verlust,Ergebnis,2013,2135818.67,36,3610,Förd. KiJu außerhalb von  Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Förd. KiJu außerhalb von Einrichtungen
3611010,Ertrag,Ergebnis,2013,113015.58,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Aufwendung,Ergebnis,2013,1495225.34,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
3611010,Verlust,Ergebnis,2013,1382209.76,36,3611,Familien- u. Schulpsychol. Beratung,"Kinder-, Jugend- u. Familienhilfe",Familien- u. Schulpsychol. Beratung
4101010,Ertrag,Ergebnis,2013,169012.95,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Aufwendung,Ergebnis,2013,928966.60,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101010,Verlust,Ergebnis,2013,759953.65,41,4101,"Ärztlicher Dienst, mediz. Begutachtung",Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Ertrag,Ergebnis,2013,25779.15,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Aufwendung,Ergebnis,2013,1053241.65,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101020,Verlust,Ergebnis,2013,1027462.50,41,4101,Kinder- und Jugendgesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101030,Aufwendung,Ergebnis,2013,2989.08,41,4101,(entfallen in 2013) Zahngesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Ertrag,Ergebnis,2013,71279.00,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Aufwendung,Ergebnis,2013,890963.38,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101040,Verlust,Ergebnis,2013,819684.38,41,4101,Hilfe u.Beratung psychisch u.Suchtkranke,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Ertrag,Ergebnis,2013,21883.90,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Aufwendung,Ergebnis,2013,751210.95,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101050,Verlust,Ergebnis,2013,729327.05,41,4101,Infektionsschutz u. QS Gesundheit,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Ertrag,Ergebnis,2013,25172.04,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Aufwendung,Ergebnis,2013,237136.66,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101060,Verlust,Ergebnis,2013,211964.62,41,4101,KC Aids/STD Koordination/Beratung/Unters,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Ertrag,Ergebnis,2013,36771.65,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Aufwendung,Ergebnis,2013,351966.70,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101070,Verlust,Ergebnis,2013,315195.05,41,4101,KC Zahnmedizinischer Dienst,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Ertrag,Ergebnis,2013,49119.77,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Aufwendung,Ergebnis,2013,219467.17,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4101080,Verlust,Ergebnis,2013,170347.40,41,4101,KC Arzneimittelüberwachung/Sozialpharmaz,Gesundheitsdienste,Aufgaben der unteren Gesundheitsbehörde
4201010,Ertrag,Ergebnis,2013,1156091.04,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Aufwendung,Ergebnis,2013,5681075.46,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201010,Verlust,Ergebnis,2013,4524984.42,42,4201,Turn- und Sporthallen,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Ertrag,Ergebnis,2013,534005.69,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Aufwendung,Ergebnis,2013,2072943.39,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4201020,Verlust,Ergebnis,2013,1538937.70,42,4201,Uni Halle,Sportförderung,Bereitstellung/Betrieb ged. Sportanlagen
4202010,Ertrag,Ergebnis,2013,369777.22,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Aufwendung,Ergebnis,2013,1528641.20,42,4202,Sportförderung,Sportförderung,Sportförderung
4202010,Verlust,Ergebnis,2013,1158863.98,42,4202,Sportförderung,Sportförderung,Sportförderung
4203010,Ertrag,Ergebnis,2013,109763.34,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Aufwendung,Ergebnis,2013,663797.97,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203010,Verlust,Ergebnis,2013,554034.63,42,4203,Nicht definiert,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Ertrag,Ergebnis,2013,2012816.00,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Aufwendung,Ergebnis,2013,12133963.10,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4203020,Verlust,Ergebnis,2013,10121147.10,42,4203,Hallenbäder,Sportförderung,Bereitstellung/Betrieb Bäder
4204010,Ertrag,Ergebnis,2013,321418.70,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204010,Aufwendung,Ergebnis,2013,4038098.40,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204010,Verlust,Ergebnis,2013,3716679.70,42,4204,Sportaußenanlagen,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Ertrag,Ergebnis,2013,86154.70,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Aufwendung,Ergebnis,2013,2226816.31,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
4204020,Verlust,Ergebnis,2013,2140661.61,42,4204,Stadion am Zoo,Sportförderung,Bereitstellung/Betrieb Freisportanlagen
5101010,Ertrag,Ergebnis,2013,292.77,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101010,Aufwendung,Ergebnis,2013,492246.19,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101010,Verlust,Ergebnis,2013,491953.42,51,5101,Stadtgestaltung und Baukultur,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Ertrag,Ergebnis,2013,292.72,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Aufwendung,Ergebnis,2013,474402.53,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101020,Verlust,Ergebnis,2013,474109.81,51,5101,Städtebaul. Projekte u. Innenstadtentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Ertrag,Ergebnis,2013,24300.90,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Aufwendung,Ergebnis,2013,506685.72,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101030,Verlust,Ergebnis,2013,482384.82,51,5101,Flächensteuerung/strat. Projektentw.,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Ertrag,Ergebnis,2013,818.82,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Aufwendung,Ergebnis,2013,483514.79,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5101040,Verlust,Ergebnis,2013,482695.97,51,5101,Handl.konzepte Stadtentwickl/-erneuerung,"Räuml.Planung, Entw., Geoinfo.",Räumliche Planung und Entwicklung
5102010,Ertrag,Ergebnis,2013,370902.32,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102010,Aufwendung,Ergebnis,2013,1656514.25,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102010,Verlust,Ergebnis,2013,1285611.93,51,5102,"Ingenieur-,Liegenschafts-,Landesvermess.","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Ertrag,Ergebnis,2013,1717109.47,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Aufwendung,Ergebnis,2013,7170240.55,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102020,Verlust,Ergebnis,2013,5453131.08,51,5102,"Führ.Bereitst. u.Abgabe Geodaten,Service","Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Ertrag,Ergebnis,2013,98142.04,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Aufwendung,Ergebnis,2013,844966.66,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5102030,Verlust,Ergebnis,2013,746824.62,51,5102,Gesetzliche Wertermittlung,"Räuml.Planung, Entw., Geoinfo.","Vermessung, Katasteramt und Geodaten"
5103010,Ertrag,Ergebnis,2013,90862.60,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103010,Aufwendung,Ergebnis,2013,234032.35,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103010,Verlust,Ergebnis,2013,143169.75,51,5103,Bodenverkehrsgenehmigungsverfahren,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Ertrag,Ergebnis,2013,21666.21,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Aufwendung,Ergebnis,2013,1663904.04,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5103020,Verlust,Ergebnis,2013,1642237.83,51,5103,Bauleitpl. u.sonst. Städtebaul.Satzungen,"Räuml.Planung, Entw., Geoinfo.",Grundstücksneuordnung
5104010,Ertrag,Ergebnis,2013,76737.31,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5104010,Aufwendung,Ergebnis,2013,831996.91,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5104010,Verlust,Ergebnis,2013,755259.60,51,5104,Verkehrsplanung,"Räuml.Planung, Entw., Geoinfo.",Verkehrliche Planung
5112010,Ertrag,Ergebnis,2013,152380.94,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5112010,Aufwendung,Ergebnis,2013,540301.64,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5112010,Verlust,Ergebnis,2013,387920.70,51,5112,Projekt Stadtumbau West,"Räuml.Planung, Entw., Geoinfo.",Projekte Stadtentw.Stadtumbau West
5113010,Ertrag,Ergebnis,2013,2070284.25,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113010,Aufwendung,Ergebnis,2013,2284090.11,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113010,Verlust,Ergebnis,2013,213805.86,51,5113,Soziale Stadt Oberbarmen/Wichlinghausen,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113020,Ertrag,Ergebnis,2013,232099.47,51,5113,Soziale Stadt Ostersbaum,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113020,Aufwendung,Ergebnis,2013,18828.80,51,5113,Soziale Stadt Ostersbaum,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5113020,Gewinn,Ergebnis,2013,213270.67,51,5113,Soziale Stadt Ostersbaum,"Räuml.Planung, Entw., Geoinfo.",Projekt soziale Stadt
5116010,Ertrag,Ergebnis,2013,276543.29,51,5116,Immobilien- und Standortgemeinschaft,"Räuml.Planung, Entw., Geoinfo.",Immobilien- und Standortgemeinschaft
5116010,Aufwendung,Ergebnis,2013,263895.67,51,5116,Immobilien- und Standortgemeinschaft,"Räuml.Planung, Entw., Geoinfo.",Immobilien- und Standortgemeinschaft
5116010,Gewinn,Ergebnis,2013,12647.62,51,5116,Immobilien- und Standortgemeinschaft,"Räuml.Planung, Entw., Geoinfo.",Immobilien- und Standortgemeinschaft
5201010,Ertrag,Ergebnis,2013,2476340.73,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5201010,Aufwendung,Ergebnis,2013,3460028.11,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5201010,Verlust,Ergebnis,2013,983687.38,52,5201,"Bauaufsicht, Sonderbauten und Prüfungen",Bauen und Wohnen,Maßnahmen der Bauaufsicht
5202010,Ertrag,Ergebnis,2013,27839.06,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5202010,Aufwendung,Ergebnis,2013,276243.89,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5202010,Verlust,Ergebnis,2013,248404.83,52,5202,"Service, Beratung und Information",Bauen und Wohnen,Baubehördliche Beratung und Information
5203010,Ertrag,Ergebnis,2013,61476.61,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5203010,Aufwendung,Ergebnis,2013,630525.31,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5203010,Verlust,Ergebnis,2013,569048.70,52,5203,Denkmalschutz und Denkmalpflege,Bauen und Wohnen,Denkmalschutz und Denkmalpflege
5204010,Ertrag,Ergebnis,2013,62030.76,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5204010,Aufwendung,Ergebnis,2013,767337.34,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5204010,Verlust,Ergebnis,2013,705306.58,52,5204,Soziale Wohnraumförderung,Bauen und Wohnen,Soziale Wohnraumförderung
5206010,Ertrag,Ergebnis,2013,73304.82,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5206010,Aufwendung,Ergebnis,2013,1252792.96,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5206010,Verlust,Ergebnis,2013,1179488.14,52,5206,WBS/Wohnraumverm. Kontrolle u. Aufsicht,Bauen und Wohnen,Wohnraumsicherung und -versorgung
5207010,Ertrag,Ergebnis,2013,2442.05,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5207010,Aufwendung,Ergebnis,2013,333797.89,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5207010,Verlust,Ergebnis,2013,331355.84,52,5207,Mietpreisüberprüfung und Mietspiegel,Bauen und Wohnen,Wohnungsmarktbeobachtung
5301010,Ertrag,Ergebnis,2013,19913772.76,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5301010,Aufwendung,Ergebnis,2013,2820000.00,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5301010,Gewinn,Ergebnis,2013,17093772.76,53,5301,Energie- und Gasversorgung,Ver- und Entsorgung,Versorgung
5302010,Ertrag,Ergebnis,2013,28755829.77,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
5302010,Aufwendung,Ergebnis,2013,29325166.52,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
5302010,Verlust,Ergebnis,2013,569336.75,53,5302,Abfallgebühren Vor- und Nachkalkulation,Ver- und Entsorgung,Abfallwirtschaft
5303010,Ertrag,Ergebnis,2013,109494501.37,53,5303,Wasser und Abwasser Wuppertal (WAW),Ver- und Entsorgung,Wasser und Abwasser Wuppertal (WAW)
5303010,Aufwendung,Ergebnis,2013,108982336.97,53,5303,Wasser und Abwasser Wuppertal (WAW),Ver- und Entsorgung,Wasser und Abwasser Wuppertal (WAW)
5303010,Gewinn,Ergebnis,2013,512164.40,53,5303,Wasser und Abwasser Wuppertal (WAW),Ver- und Entsorgung,Wasser und Abwasser Wuppertal (WAW)
5304010,Ertrag,Ergebnis,2013,1367773.66,53,5304,Koordinierung Abfallwirtschaft,Ver- und Entsorgung,Koordinierung Abfallwirtschaft
5304010,Aufwendung,Ergebnis,2013,1367773.66,53,5304,Koordinierung Abfallwirtschaft,Ver- und Entsorgung,Koordinierung Abfallwirtschaft
5305010,Ertrag,Ergebnis,2013,578325.94,53,5305,Kanalanschlussleitungen,Ver- und Entsorgung,Sonstige Abwasserwirtschaft
5305010,Aufwendung,Ergebnis,2013,881149.32,53,5305,Kanalanschlussleitungen,Ver- und Entsorgung,Sonstige Abwasserwirtschaft
5305010,Verlust,Ergebnis,2013,302823.38,53,5305,Kanalanschlussleitungen,Ver- und Entsorgung,Sonstige Abwasserwirtschaft
5401010,Ertrag,Ergebnis,2013,11718552.89,54,5401,"Straßen, Wege und Plätze","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5401010,Aufwendung,Ergebnis,2013,50406450.59,54,5401,"Straßen, Wege und Plätze","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5401010,Verlust,Ergebnis,2013,38687897.70,54,5401,"Straßen, Wege und Plätze","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5401020,Ertrag,Ergebnis,2013,215499.70,54,5401,"Brücken, Tunnel, Stützmauern und Treppen","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5401020,Aufwendung,Ergebnis,2013,3385235.55,54,5401,"Brücken, Tunnel, Stützmauern und Treppen","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5401020,Verlust,Ergebnis,2013,3169735.85,54,5401,"Brücken, Tunnel, Stützmauern und Treppen","Verkehrsflächen/-anlagen,ÖPNV",Öffentliche Verkehrsflächen
5402010,Ertrag,Ergebnis,2013,2025560.96,54,5402,Verkehrsleitende und -regelnde Anlagen,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402010,Ertrag,Ergebnis,2013,2025560.96,54,5402,Öffentliche Beleuchtung,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402010,Aufwendung,Ergebnis,2013,5156095.61,54,5402,Verkehrsleitende und -regelnde Anlagen,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402010,Aufwendung,Ergebnis,2013,5156095.61,54,5402,Öffentliche Beleuchtung,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402010,Verlust,Ergebnis,2013,3130534.65,54,5402,Verkehrsleitende und -regelnde Anlagen,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402010,Verlust,Ergebnis,2013,3130534.65,54,5402,Öffentliche Beleuchtung,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402020,Ertrag,Ergebnis,2013,55581.24,54,5402,Nicht definiert,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402020,Aufwendung,Ergebnis,2013,5678713.86,54,5402,Nicht definiert,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5402020,Verlust,Ergebnis,2013,5623132.62,54,5402,Nicht definiert,"Verkehrsflächen/-anlagen,ÖPNV",Verkehrstechnik
5404010,Ertrag,Ergebnis,2013,257101.29,54,5404,Öffentlicher Personennahverkehr,"Verkehrsflächen/-anlagen,ÖPNV",ÖPNV
5404010,Aufwendung,Ergebnis,2013,1906768.00,54,5404,Öffentlicher Personennahverkehr,"Verkehrsflächen/-anlagen,ÖPNV",ÖPNV
5404010,Verlust,Ergebnis,2013,1649666.71,54,5404,Öffentlicher Personennahverkehr,"Verkehrsflächen/-anlagen,ÖPNV",ÖPNV
5405010,Ertrag,Ergebnis,2013,6559072.05,54,5405,Straßenreinigung,"Verkehrsflächen/-anlagen,ÖPNV",Straßenreinigung und Winterdienst
5405010,Aufwendung,Ergebnis,2013,8630552.21,54,5405,Straßenreinigung,"Verkehrsflächen/-anlagen,ÖPNV",Straßenreinigung und Winterdienst
5405010,Verlust,Ergebnis,2013,2071480.16,54,5405,Straßenreinigung,"Verkehrsflächen/-anlagen,ÖPNV",Straßenreinigung und Winterdienst
5405020,Aufwendung,Ergebnis,2013,4574289.00,54,5405,Winterdienst,"Verkehrsflächen/-anlagen,ÖPNV",Straßenreinigung und Winterdienst
5501010,Ertrag,Ergebnis,2013,806321.68,55,5501,Öffentliches Grün,Natur- und Landschaftspflege,Öffentliches Grün
5501010,Aufwendung,Ergebnis,2013,9212582.63,55,5501,Öffentliches Grün,Natur- und Landschaftspflege,Öffentliches Grün
